communityName,state,countyCode,communityCode,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumKidsBornNeverMar,PctKidsBornNeverMar,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,OwnOccQrange,RentLowQ,RentMedian,RentHighQ,RentQrange,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LemasSwornFT,LemasSwFTPerPop,LemasSwFTFieldOps,LemasSwFTFieldPerPop,LemasTotalReq,LemasTotReqPerPop,PolicReqPerOffic,PolicPerPop,RacialMatchCommPol,PctPolicWhite,PctPolicBlack,PctPolicHisp,PctPolicAsian,PctPolicMinor,OfficAssgnDrugUnits,NumKindsDrugsSeiz,PolicAveOTWorked,LandArea,PopDens,PctUsePubTrans,PolicCars,PolicOperBudg,LemasPctPolicOnPatr,LemasGangUnitDeploy,LemasPctOfficDrugUn,PolicBudgPerPop,murders,murdPerPop,rapes,rapesPerPop,robberies,robbbPerPop,assaults,assaultPerPop,burglaries,burglPerPop,larcenies,larcPerPop,autoTheft,autoTheftPerPop,arsons,arsonsPerPop,ViolentCrimesPerPop,nonViolPerPop,latitude,longitude
WindsorLockstown,CT,3,87070,12358,2.6,1.5,96.16,1.73,1.32,11.1,26.02,11.95,13.3,12358,100,43593,82.41,0.66,55.37,29.9,3.95,19.82,48350,17593,17736,14705,0,13404,14995,14291,370,3.04,7.74,22.67,16.3,4.62,70.09,25.1,15.89,12.9,24.27,8.17,30.51,11,9.62,3,80.9,78.78,90.43,85.31,76.29,83.36,87,0.91,821,13.64,23.51,28.87,39.22,0.91,1.56,1.92,2.61,90.45,0.96,3.34,2.46,2.57,2.68,2.19,79.64,1.28,36.38,3,171,96.53,76.17,0.58,26.9,1958,0.63,0,128100,145100,168500,40400,426,559,679,253,666,24.2,20.1,12.1,0,6,6.64,63.59,60.32,89.71,92.18,,,,,,,,,,,,,,,,,,9.4,1320.8,2.14,,,,,0,,0,0,0,0,4,32.33,13,105.08,61,493.09,178,1438.85,32,258.67,3,24.25,137.42,2214.86,35.016522,-105.819166
RoselleParkborough,NJ,39,64650,12805,2.53,1.07,92.13,5.3,7.3,11.64,27.15,12.11,13.45,12805,100,43365,83.54,0.45,55.41,27.84,4.94,17.24,50622,19197,19387,20251,14046,17467,12859,17276,428,3.34,7.1,21.14,22.81,5.37,67.87,21.31,21.63,14.26,27.32,6.89,33.96,9.46,8.23,3.1,82.35,80.46,95.56,81.89,52.96,66.5,84,1.02,1826,11.34,21.52,30.94,39.81,1.62,3.07,4.41,5.68,78.45,2.82,4.58,3.14,2.53,2.87,2.04,66.93,2.92,47.31,3,161,96.92,58.97,1.86,32.92,1947,0.47,0.78,136200,160100,181600,45400,558,621,690,132,651,24.4,23.3,15.6,0,0,14.26,68.67,59.82,82.97,92.69,,,,,,,,,,,,,,,,,,1.3,10108.1,6.71,,,,,0,,0,0,2,15.42,9,69.37,8,61.67,79,608.96,179,1379.79,65,501.04,0,0,146.46,2489.79,39.635468797959184,-94.03826086734695
Waterfordtownship,NJ,7,77630,10940,3.17,4.42,93.96,1.01,1.51,14.49,26.63,11.48,6.48,9346,85.43,43673,88.78,0.76,43.47,17.42,2.94,11.28,46902,14605,14865,10879,12874,9679,0,6898,299,2.78,7.1,20.26,15.33,3.36,71.78,13.26,21.82,13.82,24,7.91,27.1,8.83,8.37,3.45,87.14,84.34,94.63,89.64,47.5,67.18,145,2.19,241,17.01,17.01,23.24,23.24,0.37,0.37,0.51,0.51,94.9,0.64,6.05,5.04,3.12,3.18,2.7,89.02,1.45,19.61,3,113,96.83,87.31,6.19,38.05,1975,0.55,0.08,86400,109400,135700,49300,361,485,686,325,660,29.5,23.4,15.7,0,0,2.2,61.06,62.35,81.36,92.7,,,,,,,,,,,,,,,,,,37.5,291.8,5.24,,,,,0,,0,0,2,17.55,1,8.77,12,105.27,95,833.41,192,1684.36,26,228.09,12,105.27,131.59,2851.13,30.09126383640054,-93.781607761705
Chelmsfordtown,MA,17,13135,32383,2.83,0.48,96.12,3.05,0.99,13.28,25.84,12.39,8.71,32375,100,53971,88.23,0.95,57.63,20.61,3.59,15.92,59368,21814,21929,21205,5478,20790,9730,11906,819,2.55,2.53,9.77,37.68,5.31,72.2,27.16,24.82,7.14,41.38,5.62,29.84,8.86,7.3,3.2,84.86,83.47,92.29,84.33,60.36,74.67,129,0.6,1940,10.67,16.75,25.57,33.66,0.64,1,1.53,2.02,91.59,0.77,4.23,3.34,2.81,2.92,2.27,85.61,0.82,32.13,3,362,96.94,82.21,2.49,41.16,1965,0.13,0.05,151900,177000,215900,64000,509,668,820,311,702,23.7,20.3,12.8,0,0,5.99,72.48,65.68,87.59,91.37,,,,,,,,,,,,,,,,,,23.5,1379.8,1.3,,,,,0,,0,0,1,2.98,11,32.76,112,333.59,178,530.17,578,1721.57,145,431.88,2,5.96,369.33,2689.58,43.23961069616498,-76.31474815242403
Vinelandcity,NJ,11,76070,54780,2.92,11.48,73.01,0.88,23.6,14.67,27.2,13.4,12.72,54780,100,30733,76.89,0.97,32.61,30.57,8.57,14.24,35361,12963,14458,11212,10711,8543,7137,7547,5739,10.91,20.35,38.66,12.63,7.2,58.57,21.47,24.15,19.31,21.95,9.91,32.04,12.84,11.5,3.25,67.22,60.81,73.21,68.94,64.82,70.99,2599,6.12,3226,3.91,8.59,11.25,17.14,0.23,0.51,0.66,1.01,72.63,6.01,6.73,5.07,2.81,2.88,2.66,68.73,5.77,46.49,3,816,95.83,67,5.02,50.74,1962,5.96,0.59,66300,83600,105600,39300,323,435,519,196,511,28.7,21.6,15.3,117,20,5.89,57.88,60.45,84.85,92.35,107,194.7,84,152.85,45639,83046.4,426.5,194.7,81.42,90.65,0.93,7.48,0,8.41,8,5,151.5,71.2,769.8,1.83,52,5051396,78.5,0,7.48,91917.1,4,7.28,46,83.7,193,351.19,253,460.37,971,1766.87,2631,4787.47,362,658.71,35,63.69,902.54,7276.73,32.2407255875,-97.65768335
Delhitownship,OH,61,21504,30250,3.12,0.48,98.48,0.93,0.4,15.83,26.36,13.38,10.17,30250,100,41726,81.35,0.54,62.14,25.8,2.56,17.68,45389,14789,14945,7313,6934,7762,530,9064,1065,3.6,5.6,17.66,20.9,2.94,67.94,17.13,23.3,9.85,28.43,4.49,27.06,6.8,5.73,3.42,86.28,86.02,92.7,88.35,65.85,74,190,0.81,759,11.73,20.95,26.88,34.65,0.29,0.53,0.67,0.87,95.88,0.53,6.34,5.27,3.04,3.18,2.21,89.21,1.03,22.37,3,217,97.81,85.14,0,19.35,1966,0.45,0.2,64200,77500,99100,34900,276,345,414,138,397,23.2,18.6,11.9,0,0,2.51,82.6,63.84,93.72,96.01,,,,,,,,,,,,,,,,,,10.4,2907.8,3.15,,,,,0,,0,0,10,32.17,6,19.3,7,22.52,79,254.17,661,2126.7,10,32.17,5,16.09,74,2429.14,39.648094,-78.82474
LowerPaxtontownship,PA,43,45056,39162,2.44,5.49,92.63,1.34,1.12,11.16,24.95,11.4,11.65,37530,96.05,37783,84.78,0.33,55.41,21.51,2.32,19.16,43360,18522,18728,15063,35001,18586,9865,10586,1074,2.8,3.18,12.58,26.8,2.06,71.66,9.73,24.83,9.56,35.6,8.32,26.32,11.23,9.87,2.93,80.67,79.24,93.69,85.55,63.88,72.41,246,0.93,871,11.6,16.53,22.39,30.42,0.26,0.37,0.5,0.68,95.09,0.26,2.34,1.59,2.4,2.71,1.9,69.59,0.73,44.33,3,835,95.06,61.58,0.96,11.62,1970,0.51,0.22,68000,84900,106700,38700,411,457,512,101,518,22.3,19.1,11.5,0,0,2.23,80.02,53.2,77.83,91.64,,,,,,,,,,,,,,,,,,29.1,1344.3,1.39,,,,,0,,1,2.51,7,17.57,37,92.89,115,288.7,229,574.89,1143,2869.41,38,95.4,4,10.04,401.67,3549.73,39.50177129966045,-84.74215047606111
Montvilletownship,NJ,27,47670,15600,3.19,1.1,90.42,8.1,1.94,14.99,24.83,13.06,8.19,13977,89.6,74825,90.84,1.66,65.16,21.51,2.23,15.54,78445,29785,30197,16468,0,26432,9867,16910,122,0.79,4.36,11.91,38.37,4.7,68.51,18.42,22.31,8.5,41.27,4.44,28.38,5.99,5.23,3.38,91.14,89.03,98.75,91.14,48.84,61.85,5,0.05,1646,12.7,17.13,22.17,23.39,1.34,1.81,2.34,2.47,84.08,1.55,5.37,4.7,3.15,3.19,2.72,92.63,0.98,16.09,3,237,95.38,91.49,0.84,48.1,1967,0.41,0.23,214100,280800,375100,161000,586,786,1001,415,1001,24,22,12.8,0,0,10.55,57.32,69.2,81.81,92.64,,,,,,,,,,,,,,,,,,19.5,798.4,3.62,,,,,0,,1,6.19,1,6.19,3,18.57,1,6.19,52,321.8,243,1503.81,37,228.97,0,0,37.13,2054.58,38.35272092833333,-87.5688605188889
Shelbytownship,MI,99,72820,48655,2.89,0.29,97.97,1.2,0.96,15.7,29.87,15.07,7,48655,100,47930,88.24,0.68,52.8,18.12,2.47,15.23,53230,19285,19282,17683,12673,22156,14226,16764,1366,2.81,5.2,16.76,19.89,5.15,69.79,29.34,19.12,11.54,29.05,6.38,29.74,8.13,7.26,3.27,86.89,85.9,92.8,88.64,59.66,67.28,282,0.8,3247,7.82,10.69,15.18,16.97,0.52,0.71,1.01,1.13,89.88,1.18,4.54,3.66,2.89,3.09,2.17,83.61,1.6,32.14,3,794,95.5,78.19,1.01,21.66,1974,0.57,0.23,80100,107800,151900,71800,439,500,569,130,565,21.8,19.8,13.4,0,0,6.67,77.36,51.21,81.38,94.19,,,,,,,,,,,,,,,,,,36,1352.1,0.18,,,,,0,,1,2,,,9,18,64,128.01,204,408.02,1023,2046.12,108,216.01,7,14,,2684.16,35.4270838,-93.7284907
SouthHadleytown,MA,15,64145,16685,2.84,1.06,95.97,2.4,1.26,19.78,31.62,20.47,14.06,16223,97.23,38694,77.2,0.09,56.08,33.86,4.25,24.02,45957,16342,16610,17796,0,4583,3765,7015,645,4.39,5.02,16.6,25.56,3.37,64.42,17.23,33.42,10.76,30.01,7.95,27.49,7.61,7.75,3.01,80.61,78.35,91.44,80.94,70.9,75.28,104,0.9,874,26.43,30.21,32.61,34.21,1.38,1.58,1.71,1.79,88.67,0.76,3.23,2.29,2.5,2.67,2.07,76.59,1.09,42.6,3,349,94.4,71.65,1.15,51.58,1955,0.73,0.22,108100,133600,166000,57900,348,465,579,231,536,22.4,19.8,14,0,0,5.24,70.94,55.73,67.98,84.73,,,,,,,,,,,,,,,,,,18.3,909.6,0.9,,,,,0,,0,0,2,11.62,7,40.66,26,151.01,36,209.1,177,1028.05,40,232.33,0,0,203.29,1469.48,38.894870519745226,-94.59497446751593
Uticacity,NY,65,76540,68637,2.42,10.49,86.66,1.12,3.4,13.75,27.31,14.3,17.16,68637,100,19950,65.39,0.37,37.17,36.57,14.25,20.33,26757,10726,11556,5645,4652,5490,3318,4604,14308,21.73,15.21,32.62,12.31,9.39,50.91,15.63,28.04,13.16,22.5,10.18,38.41,12.34,11.35,3.03,60.08,57.12,63.17,65.1,56.73,64.73,3379,6.19,3718,20.04,22.24,26.33,31.31,1.09,1.2,1.43,1.7,85.65,2.16,4.98,3.03,2.31,2.5,2.13,52.86,1.66,43.58,3,2769,91.1,48.88,3.14,43.59,1939,10.38,0.51,50600,65900,83300,32700,203,271,337,134,338,28.7,20.6,14.4,178,0,5.42,82.71,59.31,88.48,95.18,,,,,,,,,,,,,,,,,,16.9,4052.3,4.99,,,,,0,,14,21.88,24,37.51,170,265.72,65,101.6,681,1064.43,2634,4117.04,260,406.39,13,20.32,426.71,5608.18,31.1190456,-97.8049798
Hamiltoncity,OH,17,33012,61368,2.56,7.32,91.93,0.39,0.5,13.38,26.52,12.38,12.76,61368,100,22886,71.47,0.22,35.15,30.75,10.72,18.67,28117,11108,11552,5988,9164,8027,4461,5917,10179,16.84,12.14,33.44,9.9,7.94,54.73,23.37,20.11,19.64,18.48,12.24,24.67,16.13,14.36,3.07,67.6,63.91,75.26,70.47,59.47,64.81,1713,3.33,406,17.49,22.41,22.41,27.34,0.12,0.15,0.15,0.18,98.03,0.25,4.14,2.93,2.52,2.6,2.41,62.35,2.57,53.3,2,1370,94.6,60.5,10.36,44.01,1950,6.79,0.26,41400,53700,69300,27900,222,286,346,124,363,27.9,18.1,12.4,73,0,0.66,72.06,53.36,88.64,93.67,105,161.05,90,138.04,64812,99408,617.3,161,96.76,90.65,5.61,1.87,0,7.48,20,6,122.8,20.7,2966.4,1.53,36,7375477,85.71,0,19.05,113124.3,6,9.2,81,124.24,246,377.31,601,921.81,1152,1766.93,2889,4431.12,398,610.45,49,75.16,1432.56,6883.65,25.86543375052209,-80.30063042585542
Harwichtown,MA,1,29020,10275,2.28,0.76,96.23,0.25,0.82,9.7,17.94,8.24,25.83,0,0,28259,56.57,0.58,46.95,45.26,6.53,31.37,35036,15020,15224,4251,3459,12650,9369,13456,568,5.57,3.07,12.19,26,8.97,47.36,6.32,22.24,10.71,25.12,5.92,21.85,9.78,8.05,2.76,77.1,76.19,92.52,79.82,53.96,65.03,58,0.64,382,14.4,14.4,14.4,20.42,0.54,0.54,0.54,0.76,94.16,0.59,2.79,1.91,2.27,2.29,2.16,79.67,0.91,35,3,3820,54.11,78.69,0.18,72.15,1970,1.35,0.14,132900,161600,201200,68300,360,527,645,285,642,32.1,24.9,15.5,0,0,3.72,63.78,59.46,82.06,88.99,,,,,,,,,,,,,,,,,,21.8,471.5,0.45,,,,,0,,0,0,0,0,5,45.9,34,312.1,79,725.17,208,1909.31,8,73.43,1,9.18,358,2717.09,34.28062953643032,-80.58928944132029
EastOrangecity,NJ,13,19390,73552,2.7,89.95,7.21,0.63,4.05,14.22,28.16,13.66,10.2,73552,100,26810,78.21,0.52,21.24,24.96,14.71,12.17,33263,12376,15147,12181,13561,20073,8384,9709,12699,17.71,9.96,30.7,14.65,11.76,59.92,14.83,31.18,16.17,21.04,14.94,45.21,18.73,17.06,3.42,41.2,34.12,42.17,45.98,65.01,71.9,9402,16.74,9535,15.53,27.16,41.19,54.94,2.01,3.52,5.34,7.12,88.75,2.08,12.4,7.56,2.63,3.33,2.36,34.83,10.74,72.02,2,1777,93.87,27.48,7.32,37.42,1949,9.13,1.01,86300,116200,146300,60000,367,478,575,208,534,28.2,23.7,15.6,340,20,12.96,54.17,56,88.25,91.7,245,334.59,204,278.59,182000,248549,742.9,334.6,63.94,43.27,54.69,2.04,0,56.73,19,9,107.6,4.1,18091.3,25.57,64,11900441,83.27,5,7.76,162518.8,15,20.48,88,120.18,1129,1541.82,922,1259.13,1732,2365.31,1944,2654.83,1475,2014.34,97,132.47,2941.62,7166.95,39.82105386377551,-75.85092732295918
Petersburgcity,VA,730,61832,38386,2.61,72.13,26.56,0.75,1.23,12.75,27.11,13.68,13.6,38386,100,21309,73.47,0.55,21.44,32.36,12.38,23.39,27243,10547,15150,8859,7020,12730,6856,8181,7359,20.3,17.42,37.76,13.54,8.45,54.17,15.6,29.62,20.76,17.58,14.18,40.16,16.86,15.65,3.09,45.86,37.26,51.46,57.54,64.08,73.6,4101,12.99,707,12.31,20.93,20.93,25.88,0.23,0.39,0.39,0.48,95.73,0.59,6.5,4.2,2.46,2.54,2.39,52.43,4.3,52.56,2,1466,90.95,50.86,10.91,46.45,1962,14.22,0.63,37100,52000,69700,32600,164,257,346,182,360,27.7,21.4,12.7,10,10,1.84,74.23,53.24,78.54,91.07,,,,,,,,,,,,,,,,,,23.7,1619.7,3.58,,,,,0,,11,26.6,26,62.88,221,534.51,293,708.65,810,1959.08,1720,4160.02,225,544.19,8,19.35,1332.66,6682.63,40.13567564135071,-87.62831489336493
Metuchenborough,NJ,23,45690,12804,2.59,6.09,88.43,4.7,2.83,10.61,21.71,9.93,14.18,12804,100,53226,80.79,0.52,61.13,29.11,2,18.08,61046,23174,23987,17303,0,16540,15555,15989,371,2.9,5.65,14.54,37.58,3.14,67.92,17.41,29.92,8.42,42.7,5.6,28.14,9.29,7.56,3.06,83.6,81.36,95.41,87.3,51.71,67.34,162,1.81,1185,7.85,16.88,24.64,29.79,0.73,1.56,2.28,2.76,86.77,1.17,3.83,2.8,2.59,2.74,2,83.49,1.2,34.55,3,161,96.84,78.65,4.35,24.22,1952,0.69,0.47,140900,177600,223300,82400,444,597,733,289,667,26.5,22,15,0,0,9.25,58.33,69.27,86.32,91.38,,,,,,,,,,,,,,,,,,2.8,4511,11.91,,,,,0,,0,0,0,0,12,91.78,12,91.78,88,673.04,232,1774.38,30,229.45,3,22.94,183.56,2699.81,39.12737214766355,-83.01576811464174
Warrentown,RI,1,73760,11385,2.53,0.31,99.05,0.4,1.2,11.4,23.92,10.96,15.67,9888,86.85,31637,76.46,0.86,42.69,32.82,6.05,17.33,37795,15255,15266,11949,14762,16449,13000,9115,792,7.16,14.14,30.69,15.29,5.21,64.04,27.58,21.18,17.88,22.02,8.34,27.47,10.38,9.43,3.03,78.71,77.41,84.38,82.34,71.62,79.9,117,1.34,1152,0.61,10.42,15.71,16.23,0.06,1.05,1.59,1.64,82.67,3.58,3.45,2.38,2.47,2.73,2.09,65.33,1.22,48.02,3,292,93.9,59.1,0.34,51.03,1949,2.56,1.15,110800,139700,172500,61700,304,408,503,199,491,26.7,23.7,13.5,0,0,10.12,55.36,58.31,79.49,90.11,,,,,,,,,,,,,,,,,,6.4,1785.6,1.88,,,,,0,,0,0,1,8.82,0,0,0,0,61,538.2,280,2470.44,18,158.81,0,0,8.82,3167.46,36.388044725,-98.1787402375
NewHopecity,MN,53,45628,21853,2.57,2.48,94.74,1.96,1.06,12.51,27.14,13.29,10.19,21853,100,36096,82.86,0.35,52.88,22.72,5.06,14.99,44825,15941,16349,8565,6253,10470,2400,11819,1353,6.51,4.78,11.91,25.42,4.28,70.05,20.3,23.77,11.01,28.31,7.52,29.92,11.65,9.83,3,72.55,73.06,80,79.7,77.11,82.5,531,2.87,773,0.26,11.64,17.21,27.3,0.01,0.41,0.61,0.97,93.63,1.35,2.62,1.75,2.44,2.9,1.87,65.95,1.94,48.78,3,288,96.73,55.52,0,10.76,1967,0.52,0.07,81200,92500,107900,26700,431,498,589,158,523,28,17.9,11.5,0,0,3.54,70.79,54.47,82.22,91.22,,,,,,,,,,,,,,,,,,5.3,4124.5,4.38,,,,,0,,1,4.69,,,14,65.62,27,126.55,108,506.19,526,2465.32,39,182.79,4,18.75,,3173.04,39.388020028571425,-83.19536929897959
Newberrytownship,PA,133,53224,12003,2.77,0.37,98.81,0.42,0.78,14.01,27.96,12.06,6.12,0,0,35005,88.86,1.62,43.84,15.87,3.3,13.44,37995,13512,13544,24509,5433,7405,13333,9308,323,2.7,8.13,22.42,14.09,2.96,75.1,20.45,15.07,22.25,18.84,9.51,24.46,10.57,10.04,3.12,82.67,80.61,88.65,89.28,72.03,78.44,138,1.84,142,5.63,5.63,14.08,29.58,0.07,0.07,0.17,0.35,98.01,0.39,3.15,2.47,2.77,2.82,2.44,88.78,1.13,36.3,3,209,95.4,87.25,1.91,51.67,1975,2.51,0.37,62900,76100,93000,30100,252,322,422,170,407,21,19.7,11,0,0,1.18,83.61,58.23,78.87,94.31,,,,,,,,,,,,,,,,,,31.5,380.8,0.06,,,,,0,,0,0,3,23.67,0,0,4,31.56,95,749.57,191,1507.02,11,86.79,1,7.89,55.23,2351.27,43.153163576987446,-88.01638879232914
Ewingtownship,NJ,21,22185,34185,2.82,18.26,78.71,1.79,2.69,16.96,28.21,17.49,15.37,34185,100,43191,79.33,0.23,55.6,34.03,3.13,23.96,50314,18102,19065,13723,16226,30743,8791,10064,1013,3.31,7.82,20.69,25.55,3.82,62.49,13.84,29.32,10.22,31.63,7.22,35.63,8.68,8,3.02,80.43,74.9,90.73,70.08,65.51,76.29,455,2.05,1956,6.6,12.22,17.28,22.96,0.38,0.7,0.99,1.31,91.46,0.73,4.05,3,2.54,2.73,1.94,80.86,1.4,34.85,3,416,96.68,74.97,2.4,23.56,1958,0.64,0.07,105600,135600,172100,66500,454,543,633,179,581,23.5,21.4,13.5,0,0,5.72,65.68,63.83,81.92,93.72,,,,,,,,,,,,,,,,,,15.9,2151.6,2.36,,,,,0,,2,5.69,11,31.31,38,108.15,25,71.15,220,626.16,1027,2923.01,514,1462.93,18,51.23,216.31,5063.33,38.876514,-77.306079
Swataratownship,PA,43,75672,19661,2.58,9.31,88.42,1.17,2.31,11.32,24.35,11.22,15.45,19661,100,33817,78.69,0.79,52.19,28.9,3.1,23.75,39435,14636,14957,12362,6524,12549,10164,12523,1233,6.6,9.96,23.65,15.17,3.75,63.08,11.67,21.46,12.38,24.96,9.74,28.01,10.84,10.31,2.95,78.34,76.49,94.04,81.93,67.84,75.62,157,1.14,688,3.34,3.34,8.72,13.08,0.12,0.12,0.31,0.46,92.14,0.5,2.35,1.72,2.44,2.62,2.01,76.26,0.83,34.95,3,275,96.52,71.17,1.09,11.27,1962,0.85,0.27,60000,75200,92200,32200,263,368,453,190,416,23.9,18.5,12.3,0,0,3.5,82.5,61.99,87.42,95.51,,,,,,,,,,,,,,,,,,13.7,1435.5,2.48,,,,,0,,0,0,8,40.01,24,120.02,73,365.05,187,935.14,1064,5320.8,87,435.07,3,15,525.08,6706.01,32.517675495114005,-94.32839840618892
Coventrytown,RI,3,18640,31083,2.78,0.26,99,0.37,0.84,13.45,24.46,11.2,11.74,24720,79.53,37230,79.53,0.2,44.09,27.84,5.06,18.02,41883,14566,14614,8314,15049,17577,7576,7450,1483,4.85,9.2,25.57,14.17,5.7,66.47,25.44,18.75,16.35,21.05,7.8,25.95,10.14,9.02,3.18,83.82,81.05,88.28,86.08,63.48,72.99,282,1.25,882,3.4,3.4,9.07,14.06,0.1,0.1,0.26,0.4,92.54,0.81,4.2,3.21,2.73,2.88,2.13,84.71,1.22,37.8,3,599,94.92,80.34,1,57.26,1965,0.98,0.14,106900,128400,158400,51500,284,433,545,261,485,27.4,23,14,0,0,2.84,78.18,65.61,86.75,94.86,,,,,,,,,,,,,,,,,,61.7,503.9,0.65,,,,,0,,0,0,4,12.83,1,3.21,34,109.03,180,577.2,509,1632.19,37,118.65,16,51.31,125.06,2379.35,41.316217724078626,-75.78421829557739
Somervillecity,MA,17,62535,76210,2.51,5.6,88.73,3.71,6.28,12.34,36.91,18.58,11.08,76210,100,32455,80.36,0.55,46.82,24.83,7.45,14.54,38532,15179,15596,12581,5554,12178,9921,10332,8492,11.47,11.08,24.82,30.88,6.33,66.46,12.66,36.6,10.19,32.59,6.53,51.42,9.4,8.04,3.1,68.84,66.35,81.97,71.38,61.64,68.15,1912,4.28,16975,20.67,31.67,41.3,50.54,4.6,7.05,9.2,11.26,73.74,6.54,6.34,3.65,2.44,2.76,2.3,35.09,3.87,65.23,2,1467,95.38,31,3.07,37.22,1939,1.94,0.18,135500,165800,198300,62800,416,591,743,327,677,27.2,21.6,15.4,54,1,22.27,54.68,49.22,70.48,78.68,135,194.76,127,183.22,47000,67805.4,348.1,194.8,92.43,96.3,2.96,0.74,0,3.7,6,5,74.1,4.3,17893,27.93,24,6748743,94.07,0,4.44,97362,0,0,10,14.43,123,177.45,40,57.71,604,871.37,948,1367.65,761,1097.87,8,11.54,249.58,3348.43,39.927616111111114,-88.96447870277778
EastProvidencecity,RI,7,22960,50380,2.53,4.35,92.11,0.58,1.68,11.71,24.59,11.59,16.6,50380,100,31007,74,0.59,43.59,35.11,6.93,20.07,37634,14387,14552,13613,8929,10487,11294,9639,3356,6.79,14.33,33.08,15.97,5.57,61.49,26.1,23.93,20.09,22.22,8.12,28.56,10.96,9.67,3.07,77.15,74.52,85.86,79.56,66.53,75.84,642,1.58,7424,7.09,9.47,11.54,17.96,1.04,1.4,1.7,2.65,77.71,4.88,4.02,2.75,2.48,2.79,2.01,67.91,1.73,52.31,2,858,95.88,60.35,1.63,39.16,1955,1.64,0.34,100600,122500,146200,45600,264,414,525,261,470,26.3,22.7,13.9,0,0,14.74,65.61,65.57,89.29,92.52,,,,,,,,,,,,,,,,,,13.9,3629,3.57,,,,,0,,0,0,2,4.02,20,40.24,53,106.62,266,535.14,965,1941.38,210,422.48,20,40.24,150.88,2939.22,38.20488222441315,-78.04960623169015
Cohoescity,NY,1,16749,16825,2.36,0.64,98.72,0.27,0.65,12.9,26.47,12.87,16.65,16825,100,24319,69.36,0.08,39.63,34.94,8.41,22.55,31576,12406,12455,11641,4751,4360,15521,10731,2181,13.14,15.34,33.74,10.12,7.11,56.82,17.64,21.05,15.63,21.2,10.16,33.28,12.43,11.4,3.04,62.98,61.44,63.57,65.09,55.64,69.46,530,4.13,768,9.11,9.77,11.07,13.93,0.42,0.45,0.51,0.64,89.39,1.37,4.09,2.51,2.33,2.52,2.16,49.07,1.14,42.95,3,506,93.38,45.2,4.74,44.66,1939,4.95,0.2,73200,89300,109300,36100,193,291,368,175,380,25.4,20.3,14,0,0,4.56,86.74,55.3,82.64,95.42,,,,,,,,,,,,,,,,,,3.9,4339.5,4.54,,,,,0,,0,0,1,6.31,3,18.93,102,643.78,124,782.63,219,1382.23,14,88.36,,,669.02,,41.78636040892857,-78.43189368214286
GlensFallscity,NY,113,29333,15023,2.45,1.16,98.17,0.28,1.05,13.57,28.97,14.19,13.17,14919,100,27312,75.6,0.45,44.43,31.67,7.71,17.42,35219,13807,13861,10899,5210,25500,6258,9246,1615,10.97,6.52,20.96,20.38,5.84,61.92,20.23,25.75,17.82,25.91,11.05,33.11,14.49,12.95,3.08,68.14,66.85,70.2,76.35,68.92,76.26,219,1.83,275,0,5.45,7.64,10.91,0,0.1,0.14,0.2,95.74,0.47,4.59,2.9,2.42,2.67,2.15,56.29,1.09,44.74,3,440,93.3,50.87,2.5,36.59,1939,4.47,0.05,64900,81200,97900,33000,269,353,421,152,426,27.9,20.4,14,5,0,1.84,82.28,53.85,80.5,94.02,,,,,,,,,,,,,,,,,,4,3763.7,1.99,,,,,0,,0,0,10,73.87,12,88.65,247,1824.63,196,1447.88,790,5835.86,17,125.58,,,1987.15,,34.97265548294573,-81.90794510465116
